name,player_id,team_id,season_id,player_id,season_id,Pos,Class,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,SI,POT,Stars,Primary_Position,adj_OEPM,adj_DEPM,adj_EPM,adj_OEPM_scaled,adj_DEPM_scaled,adj_EPM_scaled
Elwood Beaver,208150,450,2046,208150,2046,PG sg ,SR,72.5,180,75.25,29.5,5,11,14,10,7,7,11,16,15,8,7,6,17,14,148,10,2,PG,1.22012658154344,2.68101005723193,3.90113663877537,2.12629551243291,3.5986731230883,5.72496863552121
Marc Anderson,198705,935,2044,198705,2044,PF C ,RS JR,83.5,245,89.25,28.0,19,7,8,11,12,15,10,14,10,8,5,7,5,7,138,10,2,PF,3.40588945151037,-0.0968048297413968,3.30908462176897,5.76996221666779,-0.0458200086207126,5.72414220804708
Logan Thacker,202797,674,2046,202797,2046,PF ,RS SR,75.0,180,81.0,28.0,9,13,17,18,14,15,9,8,14,12,15,12,12,12,180,12,3,PF,-0.172274854722712,4.44833749666761,4.27606264194489,-0.194837681822762,5.9174067236279,5.72256904180514
Paul Bolton,193470,523,2044,193470,2044,SF PF c ,RS SR,78.5,200,80.0,35.5,13,12,9,7,12,8,11,14,13,11,10,14,10,9,153,12,3,SF,1.35260359566784,2.50945261105679,3.86205620672463,2.34713469497828,3.37358975370651,5.7207244486848
Danny Fogle,208214,922,2046,208214,2046,PF SF ,SR,78.5,230,80.0,29.0,9,10,11,5,15,11,5,18,9,7,7,14,13,11,145,11,3,PF,2.12842691210425,1.5186773449026,3.64710425700685,3.64043216347779,2.07369260451222,5.71412476799
Jordan Palmer,209817,410,2044,209817,2044,PG ,RS FR,73.5,170,78.25,29.0,11,11,15,13,9,7,9,16,15,4,10,9,13,7,149,11,3,PG,2.86194121993323,0.586143163391575,3.4480843833248,4.86320051462869,0.850207758369747,5.71340827299844
Pat Kelleher,205503,165,2045,205503,2045,SG PG ,SR,73.5,190,80.25,30.5,6,9,10,11,3,2,7,18,10,12,6,7,13,12,126,10,1,SG,1.63233337870895,2.14820356428184,3.7805369429908,2.81344424330782,2.89963100433778,5.7130752476456
Juan Carlos Otera,198519,786,2044,198519,2044,SF pg sg ,RS JR,76.5,190,83.0,30.5,8,10,14,7,5,6,8,15,8,17,15,9,17,17,156,11,3,SF,2.30559797039949,1.29239789574288,3.59799586614237,3.93577631765596,1.77681396721466,5.71259028487061
Bruce Bennent,206011,396,2045,206011,2045,SF sg ,JR,75.0,195,78.25,30.5,13,11,12,5,5,4,9,18,10,5,5,10,8,13,128,10,2,SF,3.09556391917614,0.288457667569956,3.38402158674609,5.25264955426662,0.459644387851782,5.71229394211841
Mu Lew ,215266,217,2045,215266,2045,PF c ,RS JR,79.0,210,80.0,26.5,9,12,12,8,9,11,7,11,8,12,11,12,14,6,142,12,3,PF,1.33121326654513,2.53004735859086,3.86126062513599,2.31147701633073,3.4006100624712,5.71208707880194
Eric Wood,201441,558,2045,201441,2045,SF pf c ,SR,76.0,205,78.0,44.5,8,16,13,14,14,14,10,11,7,12,16,15,8,7,165,11,3,SF,0.839800048435419,3.15346326809815,3.99326331653357,1.49229118174184,4.21853173574477,5.71082291748662
Jin Lu,206922,573,2044,206922,2044,SG ,RS SR,73.5,195,74.0,36.5,9,6,8,14,7,6,12,10,7,13,6,6,15,15,134,12,2,SG,0.671352051640941,3.36679439088663,4.03814644252757,1.21148837108545,4.49842216884326,5.70991053992871
Braydon Reno,197100,963,2045,197100,2045,SF pf ,RS SR,78.0,195,84.0,27.0,10,13,5,10,14,15,13,10,14,15,13,13,15,14,174,12,3,SF,0.434261206164723,3.66789042033453,4.10215162649925,0.816257931676593,4.89346015947891,5.7097180911555
Micah Elmore,204448,460,2045,204448,2045,C ,SR,80.0,210,83.0,30.5,13,7,18,6,9,14,13,10,9,13,11,7,15,8,153,11,2,C,2.20178233850692,1.42159492480024,3.62337726330717,3.76271565929104,1.94632046933792,5.70903612862896
Brett Callaway,205476,81,2046,205476,2046,SF PF c ,RS SR,78.0,235,83.0,30.5,10,13,8,13,11,14,15,16,8,7,8,13,16,18,170,12,3,SF,1.04606775802869,2.88997318978805,3.93604094781675,1.83613945363383,3.87283275300193,5.70897220663576
Chris Perry,202316,716,2046,202316,2046,SF sg ,RS SR,75.5,210,76.0,31.5,7,10,10,14,8,7,10,18,8,10,16,6,14,9,147,12,3,SF,2.01410670129458,1.65708035854956,3.67118705984414,3.44986037205806,2.25527735841703,5.70513773047509
Alex Rock,196407,472,2044,196407,2044,SG PG ,RS SR,73.5,175,76.0,30.0,8,18,14,14,7,7,11,16,17,13,8,17,10,12,172,12,3,SG,3.17988642797766,0.174879446087996,3.35476587406566,5.39321517643876,0.310629761267451,5.70384493770621
Henry Strom,214983,63,2046,214983,2046,PF C ,SO,81.0,225,83.0,33.0,13,13,12,11,9,7,11,9,8,11,14,9,12,7,146,12,3,PF,1.13594113120626,2.77148125987007,3.90742239107633,1.98595836672084,3.71737134094953,5.70332970767037
Rogelio Isales,205933,766,2046,205933,2046,PG SF sg ,RS JR,75.5,205,79.0,32.0,12,15,5,13,8,8,17,8,17,10,9,10,12,8,152,11,2,PG,2.39257816060903,1.17450765590567,3.56708581651471,4.08077229473526,1.62214197254825,5.7029142672835
George Rizzo,207033,31,2044,207033,2044,SG PG ,SO,74.0,220,75.0,32.5,12,12,18,18,7,8,18,9,10,10,8,11,20,14,175,13,5,SG,1.73297351191236,2.01044628395001,3.74341979586237,2.9812113453579,2.71889345254241,5.70010479790031
Baron Samuels,193133,256,2044,193133,2044,C pf ,RS SR,82.5,250,84.0,28.0,13,7,14,6,11,17,6,16,11,10,7,7,12,12,149,11,2,C,-0.129754729245246,4.37603043413987,4.24627570489462,-0.123956632651824,5.82253985759151,5.69858322493968
Alan Roberts,211826,655,2044,211826,2044,C ,SR,83.5,225,85.0,28.5,15,11,10,8,8,16,5,14,9,7,6,13,13,10,145,11,2,C,1.33631418731777,2.51280839618175,3.84912258349952,2.31998025125872,3.37799254379045,5.69797279504917
Ross Rector,201072,73,2045,201072,2045,PF ,RS SR,79.0,225,81.25,33.5,12,14,15,14,15,12,8,8,10,15,10,15,12,9,169,12,3,PF,2.17399172501893,1.44700885055365,3.62100057557259,3.71638870660656,1.97966353992639,5.69605224653295
J.T. Baggett ,194841,52,2044,194841,2044,SF pf ,RS SR,77.0,210,81.0,31.0,10,14,6,15,12,9,11,18,9,8,12,14,14,7,159,12,3,SF,1.43117794513525,2.389910474631,3.82108841976625,2.47811813554046,3.21675047071587,5.69486860625633
Andy Hammer,196391,852,2044,196391,2044,SG SF pg ,RS SR,74.5,180,75.0,35.0,11,8,12,12,8,5,16,15,18,8,7,8,18,8,154,11,3,SG,1.44816288718136,2.36706844172835,3.8152313289097,2.50643203393132,3.18678172354759,5.69321375747891
Brent Hancock,209193,676,2044,209193,2044,SF PG sg ,RS FR,71.5,175,78.0,30.0,5,12,13,7,7,5,9,15,7,13,14,11,14,8,140,11,3,SF,2.47240483848026,1.06061187945595,3.53301671793621,4.2138433667466,1.4727107138462,5.6865540805928
Brice Foote,200379,53,2044,200379,2044,PG SG ,RS JR,73.5,210,74.0,29.5,2,14,7,18,8,3,16,12,16,6,13,10,17,11,153,11,2,PG,0.992120814687121,2.94055693099684,3.93267774568396,1.74620989908343,3.93919862146785,5.68540852055128
Tom Huggins ,199566,756,2045,199566,2045,PG SG ,RS SR,75.0,165,80.0,28.5,10,14,12,11,9,10,14,16,17,14,14,12,8,6,167,12,3,PG,1.2397080930274,2.62465940203632,3.86436749506372,2.15893789207667,3.52474106347166,5.68367895554833
Rick Gross,201085,15,2044,201085,2044,SG PG ,RS JR,74.0,205,79.0,30.0,7,14,14,12,8,10,18,8,10,13,19,11,13,6,163,12,3,SG,2.06378349343452,1.57614913705508,3.6399326304896,3.53267158455535,2.14909559581626,5.68176718037161
Luther Hunt,198129,180,2044,198129,2044,C pf ,RS JR,80.0,220,81.25,28.0,12,10,9,9,13,15,12,16,6,7,10,12,11,12,154,12,3,C,1.50879491514544,2.28064484385758,3.78943975900302,2.60750562454745,3.07339396314114,5.68089958768859
Crespin Carrera,210258,797,2045,210258,2045,PG SG ,JR,75.0,195,76.0,29.0,5,14,13,16,3,6,9,8,14,13,6,11,17,11,146,11,2,PG,1.64358140772511,2.10914596406559,3.7527273717907,2.83219470767776,2.84838743285405,5.68058214053181
Peter Middleton,208079,971,2045,208079,2045,C ,JR,84.0,235,85.25,36.0,10,8,13,10,12,17,12,13,5,8,8,9,11,7,143,11,3,C,0.3229813973048,3.78661034089593,4.10959173820073,0.630754490307102,5.04922069525546,5.67997518556256
Taye Buck,200595,421,2044,200595,2044,PG PF C sf ,SR,77.0,240,82.0,26.5,15,15,10,10,5,8,10,9,14,10,7,15,13,15,156,10,2,PG,1.8776678325324,1.8109248771754,3.6885927097078,3.2224167778315,2.45712136685413,5.67953814468563
Victor McNeil,204697,402,2046,204697,2046,SG pg sf ,RS SR,73.0,175,78.25,33.5,9,15,12,17,4,5,20,11,12,17,7,9,15,18,171,12,3,SG,1.49134829555082,2.30166793549878,3.7930162310496,2.57842210968322,3.1009762593744,5.67939836905762
Kent Lees,209543,459,2046,209543,2046,PG SG sf ,SR,73.5,210,79.0,30.5,11,9,12,14,6,8,15,9,17,18,8,11,12,10,160,11,3,PG,2.86972079261925,0.547572937235831,3.41729372985508,4.87616906229629,0.79960362165341,5.6757726839497
Jose Versalles,203707,534,2045,203707,2045,PG sg ,SR,74.0,180,77.0,25.0,3,16,13,12,5,5,12,6,15,13,16,12,16,14,158,11,2,PG,1.78522954272647,1.92326482304029,3.70849436576676,3.06832214872503,2.60451137582886,5.67283352455389
Lloyd Blankenship,197094,779,2045,197094,2045,PG SG ,RS SR,73.0,185,76.0,29.0,4,7,15,9,10,7,15,13,12,16,12,6,19,12,157,11,2,PG,2.61951278152728,0.861085837059067,3.48059861858635,4.45907230780598,1.2109325462215,5.67000485402748
Roman Lee,198557,514,2044,198557,2044,C PF ,SR,81.5,250,88.0,29.0,10,11,15,6,9,11,7,6,4,10,9,13,10,12,133,10,1,C,1.49782613011736,2.28511236293727,3.78293849305463,2.58922065990563,3.0792553481737,5.66847600807933
Mickey Cowart,211421,959,2044,211421,2044,C PF ,FR,81.0,215,88.25,32.0,8,7,11,8,8,10,4,6,6,8,9,7,16,10,118,11,3,C,3.14710138123855,0.189294469889253,3.33639585112781,5.33856250352467,0.3295422724947,5.66810477601937
Troy Mellberg,202992,8,2046,202992,2046,SF sg ,RS SR,76.5,200,82.0,33.0,13,11,11,11,10,12,16,19,13,6,14,15,14,17,182,13,3,SF,1.89619112021677,1.77827825896982,3.67446937918659,3.25329509840136,2.41428900376841,5.66758410216976
Brendan Riley,207268,638,2046,207268,2046,PG sg ,SR,74.5,180,75.25,26.5,9,5,16,16,9,5,9,15,15,17,7,4,15,12,154,11,2,PG,1.00015587018981,2.91658083907662,3.91673670926644,1.75960433660642,3.90774198886853,5.66734632547495
Carson Ponder,193884,554,2044,193884,2044,C PF sf ,RS SR,77.5,220,81.0,33.5,14,17,11,18,10,8,6,11,11,7,8,18,10,16,165,11,2,C,2.18663867111604,1.40753818727981,3.59417685839585,3.73747116575044,1.92787802971111,5.66534919546155
Nick Crouch,208300,899,2046,208300,2046,PF C ,RS JR,80.5,220,84.25,29.5,9,9,12,11,10,12,9,15,11,7,10,6,5,11,137,11,3,PF,0.702517555856046,3.29219642813856,3.9947139839946,1.26344126661203,4.40054964171779,5.66399090832982
Jesse Marsh,203629,404,2045,203629,2045,SG ,SR,74.0,200,79.0,33.5,12,17,9,19,5,11,10,11,8,10,19,15,18,8,172,11,2,SG,3.08831652496076,0.259968657101595,3.34828518206236,5.24056814810959,0.422266806117293,5.66283495422688
Carlton Hargrove,204126,545,2045,204126,2045,SG ,RS JR,73.5,180,75.0,26.0,7,17,18,15,7,9,15,12,12,14,16,14,13,19,188,13,3,SG,2.67009492832119,0.79090528112717,3.46100020944836,4.54339274651143,1.11885565683885,5.66224840335028
Adrian Cowley,222562,974,2046,222562,2046,C pf ,SR,83.0,235,87.0,27.5,13,8,8,7,10,7,9,9,8,5,9,10,7,10,120,11,2,C,2.14452760113325,1.45315070277458,3.59767830390783,3.66727201208912,1.98772165004025,5.65499366212937
Micah Berger ,199653,384,2044,199653,2044,SF SG c ,SR,76.5,230,82.0,32.0,6,9,17,7,14,10,15,8,9,10,6,8,13,8,140,9,1,SF,1.5104176641877,2.25843282176442,3.76885048595212,2.6102107472009,3.04425179015491,5.65446253735582
Ed Owens,209672,870,2046,209672,2046,C pf ,RS JR,83.5,235,89.25,29.0,15,9,4,5,16,11,8,7,6,6,5,7,14,15,128,9,1,C,0.840660221673184,3.10935714119538,3.95001736286856,1.4937250905292,4.16066449724834,5.65438958777753
Kelvin Schell,213991,481,2046,213991,2046,C PF ,JR,82.5,215,86.25,29.0,12,6,12,9,14,14,7,18,8,4,4,14,7,9,138,11,1,C,0.442432513130885,3.61477533456963,4.05720784770051,0.829879500389185,4.82377316695535,5.65365266734454
Isaac Goins,205423,316,2045,205423,2045,SF sg ,RS JR,79.5,205,87.0,31.0,9,9,15,12,8,4,6,11,10,13,9,9,16,12,143,11,2,SF,1.59219711123013,2.15230394810079,3.74450105933092,2.74653708542062,2.90501070790824,5.65154779332886
Arthur Hughes,194901,984,2044,194901,2044,C ,RS SR,82.0,250,85.0,41.0,10,15,11,12,11,9,7,16,13,10,13,18,7,13,165,12,3,C,1.72820167421229,1.97818644129349,3.70638811550578,2.97325669191189,2.67656853897706,5.64982523088895
Christian Gibbons,192176,586,2044,192176,2044,PF ,RS SR,80.0,235,83.0,24.5,17,6,14,14,9,16,11,7,16,8,13,6,11,13,161,11,2,PF,3.45731760618148,-0.219690775505998,3.23762683067548,5.85569295050453,-0.207046369463869,5.64864658104066
Melvin Farris,203504,500,2045,203504,2045,PG SG ,RS JR,74.5,205,77.0,33.5,8,11,14,18,6,5,10,17,16,16,17,9,9,13,169,12,3,PG,4.28848295844087,-1.27615980726055,3.01232315118032,7.24124559272093,-1.59313373912584,5.64811185359509
Pascual Toro,212673,256,2045,212673,2045,SF pf c ,RS FR,76.0,200,82.0,40.0,11,7,8,8,7,7,11,6,6,7,11,6,17,10,122,10,2,SF,1.27688676332246,2.54879797438079,3.82568473770325,2.22091473545855,3.4252108703876,5.64612560584614
Jeronimo Arias +11,207019,549,2046,207019,2046,C sg sf pf ,RS JR,76.5,200,80.0,26.5,9,8,9,8,7,12,10,14,10,15,10,6,9,15,142,11,3,C,2.27266595766411,1.28270490688122,3.55537086454533,3.88087865242607,1.76409676582816,5.64497541825423
Javier Pena,198294,848,2045,198294,2045,C ,RS SR,85.5,255,88.0,30.0,18,5,6,11,13,10,5,15,10,5,11,5,7,12,133,11,1,C,2.64412937588546,0.808025965605361,3.45215534149082,4.50010817060106,1.14131799487423,5.64142616547529
Simon McCray,209068,926,2044,209068,2044,PF c ,RS FR,80.5,215,81.25,29.5,6,12,13,8,6,11,10,14,7,8,6,12,6,5,124,11,2,PF,0.843630891982297,3.09317968382444,3.93681057580673,1.49867719793449,4.13943967317766,5.63811687111215
Brady Hoppe,194679,158,2044,194679,2044,C ,RS SR,83.5,270,84.25,29.0,13,6,12,7,16,12,7,17,8,12,6,5,12,11,144,12,3,C,2.23446859573736,1.32567430751021,3.56014290324757,3.81720365009418,1.82047261945339,5.63767626954757
Kobe Hunter,209898,358,2045,209898,2045,C sf pf ,JR,79.5,240,83.0,29.5,11,14,10,10,9,12,6,7,10,9,4,17,6,11,136,10,1,C,1.39197294149725,2.39504611467731,3.78701905617456,2.41276339447591,3.22348843045663,5.63625182493254
Lloyd Frazier,202505,675,2044,202505,2044,PF C sf ,JR,80.5,255,83.0,29.0,6,5,11,9,5,8,7,13,13,9,5,5,11,15,122,9,1,PF,2.19199821072471,1.37831398491101,3.57031219563572,3.74640551827809,1.88953587620324,5.63594139448133
Ali Burçak,216874,37,2046,216874,2046,C pf ,RS SR,81.5,230,87.0,31.0,11,14,5,11,18,17,9,7,5,4,12,8,11,14,146,11,2,C,2.0589058758062,1.54453150760974,3.60343738341594,3.52454059596894,2.10761326598398,5.63215386195292
Brock D`Amico,209447,986,2045,209447,2045,SF PG ,JR,77.5,225,82.0,33.5,13,9,10,13,8,10,11,14,17,12,12,8,15,10,162,13,4,SF,1.03075964982671,2.84989161650952,3.88065126633623,1.81062083726113,3.82024572886049,5.63086656612162
Brady Engle,213142,538,2046,213142,2046,SG PG ,RS SO,75.5,195,79.0,28.5,12,9,14,14,9,8,13,17,10,17,12,7,18,9,169,12,4,SG,2.06949403620853,1.52792620982907,3.5974202460376,3.54219105935962,2.08582711529574,5.62801817465536
Willie Bailey,209159,411,2046,209159,2046,C ,RS JR,84.5,260,88.0,31.5,12,15,12,7,16,10,4,13,7,8,10,12,13,8,147,10,2,C,1.52248312526771,2.22292606075706,3.74540918602477,2.63032387082128,2.99766691971326,5.62799079053454
Jimmy Knowles,196387,1000,2044,196387,2044,PG SG sf ,RS SR,75.0,205,77.0,30.0,11,11,6,16,11,10,15,12,12,18,15,9,18,8,172,12,3,PG,1.76314230018199,1.91650360683125,3.67964590701324,3.03150271540338,2.5956406601626,5.62714337556597
Ira Rice,200659,930,2044,200659,2044,SG PG sf ,RS JR,76.5,195,81.0,30.0,5,13,10,15,13,10,15,12,15,13,9,12,17,7,166,13,4,SG,2.56475202735585,0.89744697382546,3.46219900118131,4.3677861306022,1.258638357659,5.62642448826121
Fredrick Berry,218266,113,2046,218266,2046,SF PF ,RS SR,79.5,210,87.25,29.0,13,11,10,12,13,8,14,13,13,5,8,5,14,8,147,11,2,SF,1.15376124254119,2.6896376093887,3.8433988519299,2.01566449231617,3.60999247151798,5.62565696383415
Sam Britton,202590,737,2045,202590,2045,PG SG pf ,SR,79.0,255,85.0,28.5,9,6,10,12,8,11,13,17,16,15,6,5,13,7,148,11,2,PG,1.12615169989409,2.72403515735335,3.85018685724744,1.96963938472345,3.6551220544476,5.62476143917104
Jim Christianson,200821,971,2044,200821,2044,PF sg ,RS JR,80.5,200,82.0,33.0,11,9,17,12,12,13,7,18,11,6,8,9,16,9,158,11,2,PF,0.761729306329538,3.18672595344106,3.9484552597706,1.36214725465134,4.26217237891468,5.62431963356602
Willard Sanford,198645,764,2045,198645,2045,PG SG ,RS SR,73.0,190,79.0,32.0,10,8,16,8,3,9,11,19,16,12,9,7,17,16,161,12,3,PG,2.0013624191205,1.6116411040799,3.6130035232004,3.42861565367388,2.19566105655282,5.6242767102267
Casey Bryant,205959,714,2046,205959,2046,PF sf c ,SR,78.0,225,80.0,33.5,12,13,12,8,12,10,12,10,11,10,6,12,4,12,144,11,2,PF,0.924366765235866,2.9783033268807,3.90267009211657,1.63326389864819,3.98872189286748,5.62198579151567
Truman Greene,204741,454,2044,204741,2044,PG sg ,JR,72.5,175,77.0,29.5,4,9,10,15,7,3,10,15,13,13,16,7,14,14,150,11,2,PG,0.813426008417286,3.11869661187407,3.93212262029136,1.44832565703162,4.17291788277878,5.6212435398104
Devin Richards,197267,138,2044,197267,2044,PG PF sg ,SR,77.0,200,77.0,30.0,13,19,12,12,9,11,14,13,12,18,12,17,18,14,194,13,4,PG,1.02165530034077,2.85353175805772,3.87518705839849,1.79544388666807,3.82502159457173,5.6204654812398
Jeremy Cash,203507,326,2045,203507,2045,C ,SR,79.5,205,79.0,30.5,14,14,5,15,11,5,6,16,10,8,11,15,18,9,157,11,3,C,3.76350054464481,-0.630459246254553,3.13304129839026,6.3660999089229,-0.745974603085973,5.62012530583693
Julian Bullock,205411,92,2046,205411,2046,SF SG pg ,RS SR,75.0,205,76.0,42.0,7,18,16,16,9,8,15,8,19,6,12,13,17,10,174,12,3,SF,2.13735977318656,1.43477648127715,3.57213625446371,3.65532324290199,1.96361467143563,5.61893791433762
Hank Burke,199024,439,2044,199024,2044,C ,RS JR,81.5,235,85.0,32.5,12,9,10,5,15,8,6,12,9,8,13,8,14,10,139,10,2,C,1.71481473998002,1.96988294832368,3.6846976883037,2.9509406725467,2.66567435620067,5.61661502874737
Marquis Goff,193293,504,2044,193293,2044,SG pg sf ,RS SR,75.5,200,81.0,28.0,5,20,11,14,7,10,9,11,16,10,15,18,15,18,179,12,3,SG,3.31657258278243,-0.0659148810513337,3.2506577017311,5.62107099649832,-0.00529239593934981,5.61577860055897
Mario Carrington,209865,500,2046,209865,2046,SF sg pf ,RS JR,76.0,190,83.25,28.5,10,16,12,11,8,7,7,11,9,10,4,10,16,8,139,11,3,SF,1.03246092912767,2.83419804886081,3.86665897798848,1.81345686985583,3.79965576810538,5.61311263796122
Daniel Simpson,208293,354,2046,208293,2046,PG sf ,SR,74.5,210,76.0,25.5,5,9,6,16,8,9,13,9,16,10,7,9,17,11,145,11,3,PG,1.53359357475192,2.19570702758194,3.72930060233386,2.64884499011145,2.9619555481875,5.61080053829896
Brendan Longo,199317,429,2044,199317,2044,C ,SR,81.0,265,82.0,27.5,14,15,12,8,10,6,6,11,9,8,11,18,5,8,141,10,1,C,2.76983089456675,0.623958889715067,3.39378978428182,4.70965260224278,0.899821991306167,5.60947459354894
Diego Duenas,200596,351,2045,200596,2045,PG ,RS SR,73.0,195,74.25,31.0,5,10,16,11,6,3,18,19,18,17,9,8,16,16,172,12,3,PG,1.32557571245945,2.45795710056661,3.78353281302606,2.3020792136699,3.30602764394339,5.6081068576133
Ray Dillard,197617,750,2045,197617,2045,C pf ,RS SR,80.0,255,80.0,29.5,5,10,11,10,16,16,5,10,13,5,7,11,11,7,137,10,1,C,0.438540692564415,3.58154090725714,4.02008159982156,0.823391835504879,4.78016959832137,5.60356143382625
Carlos Campos,225994,639,2046,225994,2046,sg pf ,JR,77.5,200,83.0,32.0,4,7,7,9,5,5,8,12,6,8,7,9,13,10,110,11,2,SG,1.49345944981393,2.24069314097265,3.73415259078658,2.58194140383981,3.02097732895612,5.60291873279594
Pablo Arellano,200149,801,2044,200149,2044,PF sf ,RS JR,79.0,205,82.25,30.0,10,11,7,6,13,9,12,17,10,9,12,13,14,14,157,12,3,PF,2.2134200930111,1.3249851242447,3.5384052172558,3.78211579604951,1.81956841100905,5.60168420705855
Arnold Sweat,194759,715,2044,194759,2044,PG sg ,RS SR,71.5,170,73.25,28.0,4,8,12,15,6,8,12,17,17,12,16,7,18,18,170,12,3,PG,0.504075256798176,3.49540711948549,3.99948237628367,0.93263795408256,4.66716206876496,5.59980002284752
Gus Elrod,222601,717,2046,222601,2046,PF C ,FR,80.5,250,88.0,32.0,8,6,9,6,11,8,4,17,7,5,5,10,3,4,103,10,2,PF,2.07763317179353,1.49564201052478,3.57327518231831,3.55575899837982,2.04347024580852,5.59922924418833
Billy Hunter,197019,386,2044,197019,2044,PG SG pf ,SR,77.5,190,80.0,27.5,6,15,15,7,7,8,10,5,12,11,6,14,14,14,144,10,2,PG,2.35025181633026,1.14877814049363,3.4990299568239,4.01021427882255,1.58838484832765,5.5985991271502
Otis Farr,214767,374,2046,214767,2046,PG sf ,JR,76.0,215,82.0,29.5,7,17,15,12,6,11,7,7,16,14,16,4,16,17,165,12,3,PG,1.9429321038545,1.66469465150311,3.60762675535761,3.33121231812545,2.26526731077208,5.59647962889753
Steven Cook,206815,1008,2046,206815,2046,C PF ,RS JR,83.5,255,87.0,28.0,14,7,11,7,16,12,5,7,12,11,4,7,7,8,128,10,1,PF,0.559234435012638,3.42231341785125,3.98154785286389,1.02458830416607,4.57126313222084,5.59585143638691
Andrian Bankhead,208659,16,2046,208659,2046,SF sg pf ,SR,75.0,185,77.0,34.0,5,18,11,13,12,7,8,14,7,17,11,7,12,10,152,11,3,SF,2.23052541865537,1.29811363795164,3.52863905660702,3.81063037389851,1.78431302099255,5.59494339489106
Andrew Billings,198797,250,2044,198797,2044,PG sg sf pf ,RS JR,74.5,210,79.0,29.0,11,12,15,18,12,8,16,15,14,10,6,10,15,17,179,13,5,PG,0.702455789474379,3.23796114460653,3.94041693408091,1.26333830205379,4.32939294972377,5.59273125177756
Deon Hart,207608,474,2046,207608,2046,C pf ,SR,84.0,250,87.0,23.0,14,12,5,11,12,8,7,11,7,6,7,9,5,12,126,9,1,C,2.02222657396702,1.56089168923229,3.58311826319931,3.46339619980303,2.12907782427276,5.59247402407579
Eric Dubois,198655,93,2044,198655,2044,PG sg sf ,RS JR,77.5,215,85.0,29.5,8,11,9,16,5,9,7,18,18,12,5,8,16,18,160,12,3,PG,2.34785607085069,1.14602416386702,3.49388023471771,4.00622057110809,1.58477163099353,5.59099220210163
Marshall Oliver,204572,113,2046,204572,2046,PG SG sf ,RS SR,76.0,190,79.0,27.5,9,11,10,17,11,10,14,14,14,9,15,9,16,10,169,12,3,PG,1.05376124254119,2.7896376093887,3.8433988519299,1.84896449231617,3.74119247151798,5.59015696383415
Bryce Helton,204890,765,2046,204890,2046,PG ,RS SR,74.5,170,79.25,32.5,5,7,14,8,10,6,12,8,15,6,8,13,10,16,138,10,2,PG,1.54805727497816,2.16151393390408,3.70957120888224,2.6729559783886,2.91709420928215,5.59005018767075
Jeffery Rainey,205354,30,2045,205354,2045,SG pg ,SR,77.0,205,80.0,29.0,11,17,14,16,12,9,12,17,17,12,10,16,14,19,196,13,5,SG,2.00911151858576,1.57522332250741,3.58433484109317,3.44153340248246,2.14788092712972,5.58941432961218
Albert Hiller,217073,226,2046,217073,2046,C ,RS FR,81.5,220,88.0,31.0,11,10,10,6,5,15,9,17,8,6,5,11,10,11,134,12,3,C,0.567071566888879,3.40692880596707,3.97400037285595,1.03765280300376,4.5510785214288,5.58873132443256
C.C. Thornton,205029,750,2045,205029,2045,PF sf ,RS JR,77.0,230,81.0,34.5,9,5,11,6,12,7,6,14,12,9,8,5,8,13,125,11,2,PF,3.33854069256441,-0.118459092742856,3.22008159982156,5.65769183550488,-0.0742304016786272,5.58346143382625
